Record Length,1.024000e+03,,          0.00000, -14.96910,
Sample Interval,4.932134e+00,,          4.93213, -18.16910,
Trigger Point,0.000000000000e+00,,          9.86427, -60.96910,
,,,         14.79640, -49.76910,
,,,         19.72854, -38.16910,
,,,         24.66067, -40.16910,
Source,MATH,,         29.59280, -56.96910,
Vertical Units,dB,,         34.52494, -56.96910,
Vertical Scale,1.000000e+01,,         39.45707, -54.56910,
Vertical Offset,0.000000e+00,,         44.38920, -54.56910,
Horizontal Units,Hz,,         49.32134, -60.96910,
Horizontal Scale,5.050505e+02,,         54.25347, -50.56910,
Pt Fmt,Y,,         59.18561, -46.96910,
Yzero,-2.096910e+01,,         64.11774, -46.56910,
Probe Atten,1.000000e+00,,         69.04987, -53.76910,
Model Number,TDS2004C,,         73.98201, -59.76910,
Serial Number,C010310,,         78.91414, -60.96910,
Firmware Version,FV:v24.08,,         83.84628, -59.76910,
,,,88.77841, -59.76910,
,,,93.71054, -51.76910,
,,,98.64267, -48.16910,
,,,103.57480, -48.96910,
,,,108.50693, -54.56910,
,,,113.43906, -54.56910,
,,,118.37119, -35.36910,
,,,123.30332, -32.96910,
,,,128.23545, -47.76910,
,,,133.16758, -44.96910,
,,,138.09971, -46.56910,
,,,143.03184, -46.56910,
,,,147.96397, -50.56910,
,,,152.89610, -59.76910,
,,,157.82823, -59.76910,
,,,162.76036, -54.56910,
,,,167.69249, -55.76910,
,,,172.62462, -56.96910,
,,,177.55675, -49.76910,
,,,182.48888, -51.76910,
,,,187.42101, -60.96910,
,,,192.35314, -60.96910,
,,,197.28527, -51.76910,
,,,202.21740, -44.16910,
,,,207.14953, -47.36910,
,,,212.08166, -60.96910,
,,,217.01379, -52.96910,
,,,221.94592, -41.36910,
,,,226.87805, -43.76910,
,,,231.81018, -56.96910,
,,,236.74231, -60.96910,
,,,241.67444, -59.76910,
,,,246.60657, -52.96910,
,,,251.53870, -52.16910,
,,,256.47083, -60.96910,
,,,261.40296, -53.76910,
,,,266.33509, -50.96910,
,,,271.26722, -51.36910,
,,,276.19935, -52.96910,
,,,281.13148, -57.36910,
,,,286.06361, -59.76910,
,,,290.99574, -59.76910,
,,,295.92787, -60.96910,
,,,300.86000, -57.76910,
,,,305.79213, -56.96910,
,,,310.72426, -59.76910,
,,,315.65639, -60.96910,
,,,320.58852, -51.36910,
,,,325.52065, -48.96910,
,,,330.45278, -53.76910,
,,,335.38491, -52.16910,
,,,340.31704, -51.76910,
,,,345.24917, -51.76910,
,,,350.18130, -50.56910,
,,,355.11343, -52.96910,
,,,360.04556, -54.56910,
,,,364.97769, -42.96910,
,,,369.90982, -43.36910,
,,,374.84195, -59.76910,
,,,379.77408, -60.96910,
,,,384.70621, -60.96910,
