Record Length,1.024000e+03,,          0.00000, -30.96910,
Sample Interval,4.932134e+00,,          4.93213, -34.56910,
Trigger Point,0.000000000000e+00,,          9.86427, -60.96910,
,,,         14.79640, -60.96910,
,,,         19.72854, -59.76910,
,,,         24.66067, -60.96910,
Source,MATH,,         29.59280, -60.96910,
Vertical Units,dB,,         34.52494, -59.76910,
Vertical Scale,1.000000e+01,,         39.45707, -60.96910,
Vertical Offset,0.000000e+00,,         44.38920, -60.96910,
Horizontal Units,Hz,,         49.32134, -60.96910,
Horizontal Scale,5.050505e+02,,         54.25347, -60.96910,
Pt Fmt,Y,,         59.18561, -60.96910,
Yzero,-2.096910e+01,,         64.11774, -60.96910,
Probe Atten,1.000000e+00,,         69.04987, -59.76910,
Model Number,TDS2004C,,         73.98201, -60.96910,
Serial Number,C010310,,         78.91414, -57.76910,
Firmware Version,FV:v24.08,,         83.84628, -60.96910,
,,,88.77841, -60.96910,
,,,93.71054, -55.76910,
,,,98.64267, -60.96910,
,,,103.57480, -60.96910,
,,,108.50693, -59.76910,
,,,113.43906, -59.76910,
,,,118.37119, -60.96910,
,,,123.30332, -59.76910,
,,,128.23545, -60.96910,
,,,133.16758, -59.76910,
,,,138.09971, -60.96910,
,,,143.03184, -60.96910,
,,,147.96397, -60.96910,
,,,152.89610, -59.76910,
,,,157.82823, -60.96910,
,,,162.76036, -60.96910,
,,,167.69249, -60.96910,
,,,172.62462, -60.96910,
,,,177.55675, -60.96910,
,,,182.48888, -59.76910,
,,,187.42101, -56.96910,
,,,192.35314, -60.96910,
,,,197.28527, -59.76910,
,,,202.21740, -54.96910,
,,,207.14953, -52.96910,
,,,212.08166, -54.56910,
,,,217.01379, -57.76910,
,,,221.94592, -60.96910,
,,,226.87805, -55.76910,
,,,231.81018, -57.76910,
,,,236.74231, -60.96910,
,,,241.67444, -60.96910,
,,,246.60657, -60.96910,
,,,251.53870, -60.96910,
,,,256.47083, -60.96910,
,,,261.40296, -59.76910,
,,,266.33509, -60.96910,
,,,271.26722, -60.96910,
,,,276.19935, -56.96910,
,,,281.13148, -59.76910,
,,,286.06361, -60.96910,
,,,290.99574, -60.96910,
,,,295.92787, -43.36910,
,,,300.86000, -35.36910,
,,,305.79213, -36.96910,
,,,310.72426, -49.76910,
,,,315.65639, -60.96910,
,,,320.58852, -60.96910,
,,,325.52065, -60.96910,
,,,330.45278, -60.96910,
,,,335.38491, -60.96910,
,,,340.31704, -60.96910,
,,,345.24917, -60.96910,
,,,350.18130, -60.96910,
,,,355.11343, -60.96910,
,,,360.04556, -60.96910,
,,,364.97769, -60.96910,
,,,369.90982, -60.96910,
,,,374.84195, -59.76910,
,,,379.77408, -60.96910,
,,,384.70621, -54.56910,
,,,389.63834, -45.76910,
,,,394.57047, -40.56910,
